gpt-4o-mini-2024-07-18,gpt-4o-2024-11-20
1.5538995265960691,1.908738613128662
1.6852829456329346,2.8085358142852783
1.6638946533203125,2.557471513748169
1.518676519393921,2.021883487701416
2.046093702316284,3.090259075164795
1.7935655117034912,2.387629270553589
2.032733917236328,2.277796506881714
1.7039804458618164,1.9905331134796143
2.413642644882202,2.0219390392303467
2.13969349861145,2.0949461460113525
1.392348289489746,2.3675637245178223
1.7821156978607178,2.1381890773773193
1.935214281082153,1.920774221420288
1.3993024826049805,2.283252716064453
1.9670231342315676,2.196927547454834
1.53186297416687,2.0823159217834473
2.156202554702759,2.8699941635131836
1.9293484687805176,1.880018949508667
1.5302610397338867,2.209181308746338
1.6890783309936523,2.080596446990967
1.725717544555664,1.9522333145141602
1.649242877960205,2.298678398132324
1.5958847999572754,2.0052387714385986
2.248766660690308,2.067426919937134
1.2457799911499023,1.761157512664795
2.3849730491638184,2.294874668121338
2.646674871444702,2.086636781692505
1.698624849319458,1.8758306503295898
1.835491418838501,2.120425224304199
2.099910020828247,2.0714783668518066
1.831723928451538,1.8404626846313477
2.35805082321167,1.8450324535369873
4.193220138549805,2.8740193843841553
4.535963535308838,2.711521625518799
1.5735411643981934,1.498194694519043
1.8407902717590328,2.7417314052581787
1.6977293491363523,1.8937292098999023
1.6818287372589111,2.654766321182251
2.8138370513916016,2.376777172088623
1.5874860286712646,1.5716824531555176
2.870736598968506,2.618645429611206
1.3443894386291504,2.2382283210754395
2.0438392162323,2.345475673675537
1.4611332416534424,2.31360125541687
2.499258756637573,2.019272804260254
2.4846482276916504,2.708254098892212
2.1972572803497314,2.128462791442871
1.5869157314300537,2.058756113052368
1.8396217823028564,2.6574883460998535
1.385849952697754,1.885148286819458
1.7664189338684082,1.8788511753082275
3.455775260925293,2.451540946960449
1.4372241497039795,2.1563785076141357
2.310797929763794,2.123109817504883
1.425807237625122,1.6183021068572998
1.6033482551574707,1.938427448272705
1.9912331104278564,2.5658388137817383
1.911039352416992,5.687038898468018
1.6665270328521729,2.4400405883789062
1.5570483207702637,2.194060802459717
1.7982358932495115,2.3388941287994385
1.7758889198303225,1.914973258972168
1.900296211242676,2.126323699951172
1.8166816234588623,1.7337112426757812
1.2886512279510498,2.566707134246826
1.301405906677246,1.94462251663208
1.8899500370025637,2.1011264324188232
1.6999423503875732,2.559040069580078
1.451402187347412,1.6329011917114258
2.111851692199707,3.2633605003356934
1.708688735961914,2.2871530055999756
1.606433629989624,2.6162495613098145
2.623810052871704,2.591912031173706
1.7298181056976318,3.239182710647583
5.026073455810547,2.086902379989624
1.7197020053863523,1.8836684226989746
1.791431903839111,3.288522243499756
1.8195202350616453,2.67376971244812
1.851163387298584,2.3562240600585938
2.495530843734741,2.7246522903442383
1.677645206451416,2.033869981765747
2.09306263923645,1.9322750568389893
1.6879045963287354,1.8377909660339355
4.211059808731079,1.6182100772857666
1.5735020637512207,2.7111377716064453
1.5001106262207031,2.162377119064331
2.375622272491455,2.09483003616333
1.7831804752349854,1.9938108921051025
1.5034050941467283,2.530142068862915
1.194533348083496,2.0524158477783203
2.016304016113281,3.0491180419921875
1.2393512725830078,1.8633852005004883
5.3365797996521,2.5351901054382324
1.5806632041931152,5.741836786270142
1.6996071338653564,2.4388651847839355
3.013716697692871,2.171820878982544
1.3179190158843994,1.9465820789337158
2.224367380142212,2.7767889499664307
1.7055811882019043,1.9566230773925781
1.4319162368774414,1.8311140537261963
1.167278528213501,1.4806818962097168
2.189868927001953,3.0144877433776855
2.5450594425201416,3.1632063388824463
5.02372407913208,1.9528744220733643
1.714839220046997,2.3022665977478027
4.403427839279175,1.853870153427124
1.3559563159942627,1.7924151420593262
1.8852620124816892,1.9900431632995605
1.7714076042175293,1.899451732635498
1.7387595176696775,1.5845658779144287
1.44777512550354,4.0085718631744385
1.6373982429504397,2.767961263656616
1.2580235004425049,1.6893930435180664
1.4726057052612305,1.9731504917144775
1.996617555618286,1.6482834815979004
1.8124558925628664,1.6000804901123047
1.6443188190460205,3.804731607437134
1.4122483730316162,2.02521014213562
1.4868478775024414,1.9862816333770752
2.9383201599121094,4.670607805252075
1.28255295753479,2.1073760986328125
2.249441146850586,2.5431413650512695
2.209977149963379,2.3147435188293457
2.006121158599853,1.7406766414642334
1.4032843112945557,2.2020392417907715
2.2132821083068848,2.3019766807556152
2.241856336593628,1.8664593696594238
1.8252544403076167,2.394346237182617
1.361325979232788,1.9906823635101318
1.5407159328460691,2.0336484909057617
2.447650194168091,3.913320302963257
1.605260133743286,1.864497423171997
1.8323407173156736,2.1418724060058594
1.829922437667847,1.96463942527771
2.269277811050415,2.598344326019287
1.9828321933746336,2.1996686458587646
2.379322290420532,1.937293291091919
1.7804791927337646,2.04209041595459
4.6287994384765625,2.055410146713257
2.006233692169189,2.3787970542907715
1.6276469230651855,1.6484968662261963
1.1666390895843506,2.0532584190368652
1.876119613647461,2.8979949951171875
1.7473437786102295,2.0721750259399414
1.852710723876953,2.591348171234131
1.5770323276519775,2.458289384841919
2.822868585586548,4.136923313140869
1.854832649230957,2.4773545265197754
2.895191431045532,1.9928653240203857
1.6523826122283936,1.9577314853668213
2.8460538387298584,4.023876667022705
4.093218564987183,2.8248400688171387
1.7883670330047607,2.457702159881592
1.6438119411468506,1.9125139713287354
1.758204698562622,2.511667013168335
2.0683813095092773,2.0912394523620605
1.7152316570281982,2.217787742614746
1.7184360027313232,1.8747541904449463
1.789994239807129,2.5410969257354736
4.126144170761108,3.3111038208007812
2.5433874130249023,8.48799467086792
1.6082696914672852,1.6845548152923584
2.5648696422576904,3.0904288291931152
1.629199504852295,1.818526268005371
1.8206984996795652,5.784114122390747
1.9511911869049072,2.25049090385437
2.9051523208618164,3.1353702545166016
3.7335855960845943,2.1455140113830566
1.800546169281006,2.529637575149536
1.6290161609649658,2.27089786529541
2.327150583267212,2.9187710285186768
2.3303236961364746,2.5803403854370117
1.6550090312957764,2.237194776535034
2.2005834579467773,3.391892194747925
1.422649621963501,2.098428249359131
2.1130051612854004,2.520658254623413
1.3470704555511477,1.6877779960632324
1.2409710884094238,1.9894752502441406
4.368365287780762,2.8775007724761963
2.1178946495056152,1.8415019512176514
1.5976622104644775,2.0520880222320557
1.613527774810791,2.7548370361328125
2.2883784770965576,2.285851240158081
1.3048999309539795,6.164584398269653
2.2407822608947754,2.1028971672058105
1.0848047733306885,2.495351552963257
1.3639240264892578,2.093352794647217
2.275254249572754,2.2728159427642822
1.7599084377288818,1.6194789409637451
1.6853713989257812,1.9748187065124512
2.373817682266236,2.5420827865600586
1.8993103504180908,3.4909775257110596
1.9599151611328125,6.351495742797852
1.7641053199768066,2.0761539936065674
1.4525084495544434,1.853729486465454
1.9369316101074217,1.806617021560669
1.5035877227783203,1.7906057834625244
1.6115107536315918,2.1365654468536377
1.4290146827697754,1.8244497776031494
1.2930793762207031,1.7474069595336914
1.9214427471160889,2.0932297706604004
2.450852155685425,1.7639520168304443
1.426651954650879,2.0674571990966797
1.44649076461792,2.01442289352417
2.409682273864746,3.135315418243408
2.06166672706604,2.3096542358398438
1.603095293045044,1.9216134548187256
1.8390212059021,1.9028375148773193
1.6757469177246094,1.8682842254638672
2.296663284301758,2.8243398666381836
1.920245885848999,1.623518943786621
1.574242115020752,2.510836362838745
1.9191079139709477,1.8918755054473877
1.7996480464935305,1.3901104927062988
1.304626703262329,2.1279311180114746
1.1430375576019287,1.4017679691314697
4.7204649448394775,2.035179615020752
1.85139274597168,1.7108392715454102
2.23371696472168,3.0814578533172607
1.686549425125122,1.98671293258667
1.891818046569824,2.967622995376587
1.6266028881072998,2.8522112369537354
1.5900421142578125,1.8245558738708496
1.7026705741882324,1.4897291660308838
1.779386281967163,2.0558791160583496
2.1324281692504883,2.0267632007598877
2.0883443355560303,2.2932443618774414
1.98564887046814,2.1505777835845947
1.480722188949585,2.0025277137756348
2.114058017730713,1.8235931396484375
1.909529209136963,1.7029509544372559
1.5136079788208008,2.211534261703491
2.305907249450684,2.840667486190796
2.019130229949951,2.129141330718994
1.4863967895507812,1.556898832321167
2.251351356506348,1.797309160232544
2.074950218200684,6.037821531295776
2.406226396560669,1.8269004821777344
2.03187108039856,2.0300326347351074
3.057891368865967,2.9462697505950928
1.3311004638671875,2.3981821537017822
1.6357645988464355,2.1257357597351074
1.9976730346679688,2.2598135471343994
2.3148837089538574,2.1394243240356445
2.263734579086304,2.53301739692688
2.3451952934265137,2.7797317504882812
1.2414839267730713,1.9250116348266602
1.8740193843841555,2.3711841106414795
1.508225679397583,1.7767577171325684
1.6750895977020264,2.2300400733947754
2.330818653106689,2.3642876148223877
2.7737808227539062,1.8168928623199463
1.9389760494232176,1.87436842918396
3.746104001998901,2.2196972370147705
1.7390387058258057,2.6319453716278076
1.3251125812530518,2.616652488708496
1.8397057056427,1.7290804386138916
2.038630962371826,1.9459059238433838
2.2157506942749023,2.109708309173584
1.221146583557129,1.6612136363983154
1.6790390014648438,1.971796989440918
1.2414274215698242,1.5798530578613281
1.6681439876556396,1.9898500442504883
1.6232056617736816,1.964669942855835
2.088900327682495,2.549112319946289
2.9284603595733643,2.274465322494507
1.9447576999664309,2.6288468837738037
2.1178579330444336,3.2178475856781006
1.6226558685302734,1.8345022201538086
1.6554272174835205,1.9677331447601318
1.215379238128662,1.5381674766540527
1.1864032745361328,2.0637331008911133
1.742933750152588,1.9932301044464111
1.6968915462493896,2.4205148220062256
2.07505202293396,2.3964619636535645
1.8104784488677976,2.2252020835876465
1.7569048404693604,2.616787910461426
2.294546365737915,2.160275459289551
2.497246265411377,2.128903865814209
1.7883996963500977,2.251718521118164
4.014639616012573,2.589726448059082
1.2961411476135254,1.5429110527038574
1.490067958831787,2.3283486366271973
2.0885255336761475,4.771021842956543
3.985460042953491,3.341913938522339
2.1994175910949707,2.9806597232818604
1.3013851642608645,1.913463830947876
1.7988147735595703,1.8595378398895264
1.3720440864562988,1.7808632850646973
1.5165610313415527,2.1661267280578613
1.3024213314056396,1.9482033252716064
1.248950719833374,1.600703477859497
1.7246479988098145,2.540374279022217
1.6422104835510254,2.355652332305908
1.5384860038757324,2.1521754264831543
1.2755239009857178,1.938401222229004
1.7661070823669434,2.1055753231048584
1.645625352859497,2.3903048038482666
1.3174927234649658,1.9285457134246826
1.4358668327331543,1.9097871780395508
1.6529898643493652,1.6655335426330566
1.383436679840088,2.1012909412384033
1.5680217742919922,1.475736141204834
1.736870050430298,2.1415014266967773
2.1816084384918213,1.8634064197540283
1.7679109573364258,2.4646975994110107
1.7582178115844729,2.0895497798919678
1.5342020988464355,1.8641529083251953
1.5448925495147705,2.201460599899292
1.3375816345214844,1.3623485565185547
1.8077001571655276,1.8235676288604736
1.6708600521087646,2.5486340522766113
1.1050899028778076,1.6825146675109863
2.111736297607422,2.043499708175659
1.3295142650604248,1.5300517082214355
1.5331974029541016,1.6621577739715576
1.2897863388061523,1.9612739086151123
1.7167716026306152,2.284960985183716
1.8922874927520752,4.080945253372192
1.8417465686798096,2.5000691413879395
2.822056293487549,2.834627628326416
1.5653419494628906,2.2482075691223145
1.378730535507202,2.0168254375457764
1.9847218990325928,3.033707857131958
1.8340754508972168,3.0802550315856934
1.5421488285064695,2.7377095222473145
1.5243654251098633,2.3520383834838867
1.2351477146148682,1.7263274192810059
1.6612870693206787,1.705765962600708
1.410635471343994,2.0375211238861084
1.6689352989196775,1.8290414810180664
